"","Cd","Cr","Ni","As","Pb","Cu","RI","Season"
"1",5.51855449279589,16.7885965014042,6.51876837216049,9.15727163573165,64.3285877474105,19.7690874719655,122.080866221468,"Rainy"
"2",5.5681527364621,18.5367305078779,10.7581126928771,3.98054147883171,70.0020556384783,21.705880191461,130.551473245988,"Rainy"
"3",2.20335680121556,6.77080313390884,6.79228781600223,7.01401983269527,192.016131690504,27.2972761327387,242.093875407065,"Rainy"
"4",3.58004902876247,6.3719041531581,2.33162356267912,2.01289142048768,219.254162420036,21.3803047280599,254.930935313184,"Rainy"
"5",1.42812978905036,12.8407163905659,5.25236830034539,3.77000188901967,61.2670116258462,21.3203796673058,105.878607662133,"Rainy"
"6",4.63799519231134,17.1086155505236,5.80217697435532,4.0461314129126,190.884921777089,20.2836723054524,242.763513212644,"Rainy"
"7",4.75351494375697,7.84804653172314,25.1030843704005,7.72675234360972,172.337031232954,33.4777724939448,251.246201916389,"Rainy"
"8",8.78798180272955,27.6021707552483,3.85800470006436,4.41538777180584,30.946562206789,41.4010304194184,117.011137656055,"Rainy"
"9",1.50721409523301,11.5760634357189,27.1032841833357,8.79623872845918,89.3832538720349,23.3738302140248,161.739884528807,"Rainy"
"10",15.9407280098354,20.4274011282178,13.3413965427588,3.88837875991513,132.396726708243,21.0152329944354,207.009864143406,"Rainy"
"11",3.71251138763663,1.97223816200998,8.77346747947574,6.17721705919784,52.5224207750055,22.3361340737465,95.4939889370722,"Rainy"
"12",3.69261516664788,7.48976055462967,2.95650625817894,9.66723114205957,138.327196940771,24.6783173450805,186.811627407368,"Rainy"
"13",21.8706239589666,8.37782289652025,22.752920632174,5.97036641877772,89.8720317766642,23.3540604061155,172.197826089218,"Rainy"
"14",6.39737601526005,12.5527894468612,4.88368481141648,6.16489676428579,59.2258656175708,26.4054026544458,115.63001530984,"Rainy"
"15",1.56974125412224,6.64117851110092,6.31741706039467,8.54813163881406,220.324615610658,27.5461226091843,270.947206684275,"Rainy"
"16",3.51606024589617,37.1404066289404,11.3223377062281,8.70863495374386,146.317899642647,28.158925856884,235.16426503434,"Rainy"
"17",14.9819667850199,14.4757160457356,15.7335072375818,10.2619489147454,235.871239483332,27.3791837543122,318.703562220727,"Rainy"
"18",5.48686971655197,18.3894364154162,13.9536429003806,7.91794662539651,127.751472172151,45.0948032745134,218.59417110441,"Rainy"
"19",7.99331990328513,3.71782353165576,3.6394344661082,10.464050736981,105.735481269318,25.5508795782378,157.100989485586,"Rainy"
"20",39.9916403254673,6.73951170729055,5.3258687795855,5.62262422623599,86.5360238071328,13.2626667928965,157.478335638609,"Rainy"
"21",25.8503307651925,17.0079194670231,4.07757875978741,9.09509304108896,47.1130915943299,32.0669891437133,135.211002771135,"Rainy"
"22",6.29723555344773,7.56074900595589,5.68361428797928,9.85409189524897,102.243188102372,35.9899188631987,167.628797708203,"Rainy"
"23",12.1109694845509,15.1349173675442,9.18183945527815,3.34778779421237,157.78144405692,40.339547451707,237.896505610213,"Rainy"
"24",2.68675859834437,14.6051005896586,6.00364370195872,5.36906879459029,147.324592836969,17.2724699179369,193.261634439458,"Rainy"
"25",13.9272122076526,8.97226545007633,11.6283631326744,9.35100949460499,78.8909787540031,20.9960460733106,143.765875112322,"Rainy"
"26",16.4556381230333,4.66637555660388,5.71085710628289,3.54519298613175,70.8680541414495,19.0188137102962,120.264931623797,"Rainy"
"27",3.59344715573096,47.6580247415102,18.8444503582579,3.41463172722439,344.320677138103,16.5395301975242,434.370761318351,"Rainy"
"28",11.9849357679114,16.6536342168155,5.01561831503689,5.14976638893244,104.027601803245,27.6756051030939,170.507161595035,"Rainy"
"29",3.11851821034687,9.25289392806901,2.94876929921203,2.71826655698243,114.381847603523,27.2515740249198,159.671869623053,"Rainy"
"30",24.5960909483907,3.76728668993663,7.15126285940255,4.18677490830681,122.891680569909,23.3910734954024,185.984169471348,"Rainy"
"31",5.64831117369203,2.3825292962199,8.59828301405111,7.06818852865899,101.330442698537,27.2526007182523,152.280355429412,"Rainy"
"32",10.0059857307778,14.4655881864685,4.49494453381957,5.86744899593092,45.9468956982252,22.4275993858754,103.208462531097,"Rainy"
"33",8.58154638685005,9.5822173920137,14.6892923256189,6.09867554956096,65.441948263334,14.4870871861787,118.880767103556,"Rainy"
"34",14.0177426441677,18.7008818673114,9.66025894514033,8.295160537203,95.7790265959999,34.0505421741795,180.503612764002,"Rainy"
"35",13.0670922959196,16.2891004716345,5.80511478328813,3.97268187907455,103.022190204406,14.1926132198666,156.348792854189,"Rainy"
"36",1.74514928399006,13.9838966191556,3.47622041195945,4.63297171063823,169.071221722162,29.3365919789896,222.246051726895,"Rainy"
"37",7.75467034768868,2.85813268890592,4.83401243877754,3.75799453599942,57.5256256193503,24.4341037530098,101.164539383732,"Rainy"
"38",4.74381865175001,3.38549135086903,5.59986660491976,5.76312990384736,77.7908919849991,27.5745759194198,124.857774415805,"Rainy"
"39",3.91071274470479,14.3367586687978,8.92197292077332,7.36142275842229,67.9181097835453,32.474121688226,134.92309856447,"Rainy"
"40",5.65190086330784,19.7846596762053,4.05677561752246,6.98053586314743,50.825942754508,27.5251380014241,114.824952776115,"Rainy"
"41",3.43669055604443,12.6012045119659,8.9620807491801,3.72057833521568,135.709820237902,49.5579571429139,213.988331533222,"Rainy"
"42",3.15739559139678,13.8354984210409,4.38462769588986,5.38126345770969,196.351745415582,29.2770278986384,252.387558480257,"Rainy"
"43",21.7658328422911,23.964280352451,8.09281817968071,7.50862132773421,218.62209287705,41.5671479239169,321.520793503124,"Rainy"
"44",19.3167600864906,21.4082562373664,5.05384720860316,5.43866545245904,139.136952214925,38.7381052455955,229.09258644544,"Rainy"
"45",17.0192201335941,6.68510116157281,7.59110891840132,3.21095948754412,115.893083841746,27.6301221776961,178.029595720555,"Rainy"
"46",15.5749927969949,1.85481698311042,8.19187966307883,4.72814166070923,110.12368025054,25.7480154701046,166.221526824538,"Rainy"
