variable,values
Mn%,8.276311817900076
Mn%,3.7190945535593003
Mn%,10.940925550844435
Mn%,13.924082148155456
Mn%,10.942046530841942
Mn%,10.99873588394787
Mn%,6.1531472532393545
Mn%,11.278044914483
Mn%,5.9338202474017585
Mn%,9.982812189995641
Mn%,8.043850133793812
Mn%,7.6330345846845695
Mn%,6.3418078326378495
Mn%,11.212525829881539
Mn%,12.151452914624992
Mn%,10.765105874240156
Mn%,2.785908044085358
Mn%,6.867164623730745
Mn%,6.152090178941245
Mn%,2.6880566439831273
Mn%,9.061162687809876
Mn%,8.78004135400776
Mn%,11.301890875973557
Mn%,10.006050950893192
Mn%,9.560189349972331
Mn%,12.713259162867828
Mn%,9.774503980436805
Mn%,7.136296930923216
Mn%,5.894385367440039
Mn%,11.405461503245144
Mn%,12.958525984824371
Mn%,8.47119677008763
Mn%,13.14249497097276
Mn%,3.57003609619752
Mn%,6.331361201781864
Mn%,13.962738188194457
Mn%,6.716465170465071
Mn%,3.5922052671024653
Mn%,5.831888066596468
Mn%,9.973499598572564
Mn%,3.2060361199001477
Mn%,8.932819799311039
Mn%,8.862489761579994
Mn%,8.212126265803315
Mn%,6.808584770908799
Mn%,16.259677775832046
Mn%,5.794990076925717
Mn%,12.852494543655741
Mn%,8.854322044100895
Mn%,6.9942476285768596
Mn%,18.795569567706853
Mn%,8.258252683723336
Mn%,12.067191395729733
Mn%,13.882703289412039
Mn%,4.179057731808715
Mn%,4.085798025217131
Mn%,11.378983224315572
Mn%,7.87222278716796
Mn%,4.831472997739436
Mn%,10.628603684129859
Mn%,8.176215293677576
Mn%,7.664810711912449
Mn%,12.200134665248303
Mn%,10.184819671565638
Mn%,17.356391231821373
Mn%,7.661296905756278
Mn%,5.72676658596224
Mn%,11.050265147363403
Mn%,12.096468084419742
Mn%,9.905871537448384
Mn%,4.090379188432555
Mn%,10.503423060628268
Mn%,7.091315259784353
Mn%,11.321959035455576
Mn%,8.99046223391133
Mn%,5.481044268369826
Mn%,10.018375903800889
Mn%,2.5462173974003806
Mn%,5.879458584932684
Mn%,9.642653294124994
Mn%,11.443196989365754
Mn%,12.064638377784775
Mn%,11.768670960694918
Mn%,9.558646485442216
Mn%,6.166236735668136
Mn%,4.820888971260668
Mn%,12.806952284882032
Mn%,5.4525218269602895
Mn%,9.499819629713295
Mn%,4.150615353005459
Mn%,2.537609071037888
Mn%,12.064760636808476
Mn%,9.970267342319753
Mn%,9.31505120204425
Mn%,10.134347680570094
Mn%,7.957627213231203
Mn%,19.141604479015335
Mn%,3.607591302919555
Mn%,7.802585342257033
Mn%,13.028250444508672
Mn%,5.958722301559601
Mn%,7.930652945169349
Mn%,14.348034932947233
Mn%,6.798123514277562
Mn%,15.324340906904263
Mn%,11.564414021450554
Mn%,9.810387505408217
Mn%,14.336687317309948
Mn%,7.35840840691403
Mn%,8.553383084813778
Mn%,11.481512247454345
Mn%,0.6538639701411332
Mn%,7.162249253624969
Mn%,11.687861439406797
Mn%,13.79734062019482
Mn%,1.3078025528574517
Mn%,4.617824545045673
Mn%,7.5513004233228544
Mn%,16.14219461102942
Mn%,8.967748663026107
Mn%,14.660326304344526
Mn%,9.26835478919564
Mn%,13.915257991711579
Mn%,8.392912224351978
Mn%,6.429794004361848
Mn%,10.29372452248738
Mn%,8.387669450476377
Mn%,8.979547398243913
Mn%,14.56571840492124
Mn%,6.593441741650821
Mn%,8.808142423184503
Mn%,7.983330559395277
Mn%,8.411749408508234
Mn%,4.470844477561255
Mn%,5.936938673461201
Mn%,15.634422307041064
Mn%,11.801613026641872
Mn%,6.118937835816141
Mn%,6.82781718921827
Mn%,13.568560274609995
Mn%,9.804012592350194
Mn%,1.8794559910098187
Mn%,7.961754997681285
Mn%,7.872194012149622
Mn%,9.97024005301456
Mn%,14.84926376055202
Mn%,11.004467149659616
Mn%,8.474050042127027
Mn%,10.99001638488566
Mn%,13.057175868978877
Mn%,5.231024154221928
Mn%,9.77467860247068
Mn%,9.159278311636331
Mn%,6.9381323815674465
Mn%,7.4481980873490725
Mn%,8.637083719983064
Mn%,9.684290168793021
Mn%,5.721966416812525
Mn%,6.6715377035713095
Mn%,10.061314102053723
Mn%,10.02910257293137
Mn%,8.550145362628168
Mn%,8.84194608780652
Mn%,5.3945234152089805
Mn%,4.719791025321333
Mn%,5.283396100407692
Mn%,10.175183715296999
Mn%,8.410103494580097
Mn%,5.766319142454628
Mn%,9.651438890354218
Mn%,12.544395918640816
Mn%,9.953415411776142
Mn%,11.421646114617095
Mn%,13.141958973539158
Mn%,5.507848495611857
Mn%,6.972457106634594
Mn%,5.935281411967985
Mn%,12.851044748740186
Mn%,9.171846487365972
Mn%,8.886102701524369
Mn%,4.012891690042711
Mn%,7.91537748836824
Mn%,6.238719284567251
Mn%,1.8166180231986069
Mn%,6.175278296106342
Mn%,11.070079408455012
Mn%,12.059985666096223
Mn%,3.979973605024303
Mn%,9.32743724797259
Mn%,8.395906936597555
Mn%,9.61467113177888
Mn%,8.997658422750973
Mn%,7.109109688340433
Mn%,7.960202317869654
Mn%,3.4812875683059783
Mn%,11.052295742187352
Mn%,7.831643519121144
Mn%,8.563353108088968
Mn%,6.747236359375959
Mn%,12.660679496972444
Mn%,14.668478785445252
Mn%,11.146703071095674
Mn%,5.8669176228329984
Mn%,9.89904320838646
Mn%,4.546062743823015
Mn%,3.4735418661454536
Mn%,9.11631023808136
Mn%,11.321851114274818
Mn%,9.286784303613516
Mn%,9.755833717350194
Mn%,10.101687463268991
Mn%,7.462071771616918
Mn%,9.637940568457875
Mn%,6.939799206847237
Mn%,6.2739760577137
Mn%,6.819461340765125
Mn%,14.243263480533786
Mn%,13.029304260557298
Mn%,6.97890959175788
Mn%,7.035743517977759
Mn%,5.651163629702573
Mn%,4.122910590331413
Mn%,3.124471631570896
Mn%,6.054288776135342
Mn%,7.924869492477674
Mn%,4.124317960648901
Mn%,6.384415908512728
Mn%,7.132252558230776
Mn%,9.394458110945655
Mn%,4.607614912993399
Mn%,14.055602310814383
Mn%,6.14172971748376
Mn%,6.098257591086665
Mn%,11.061598027577169
Mn%,2.216964269811846
Mn%,13.61570969832005
Mn%,8.29928505911058
Mn%,9.503597325309855
Mn%,8.911098581053688
Mn%,8.708530871304166
Mn%,3.4518117986185857
Mn%,8.8671633716989
Mn%,4.850180397157653
Mn%,7.236405288261402
Mn%,10.294103962016473
Mn%,2.9963069721038966
Mn%,9.405744674202591
Mn%,9.616867709169032
Mn%,7.5941081960924635
Mn%,15.450900151274421
Mn%,7.32349799324208
Mn%,9.323765604171744
Mn%,11.658417894793724
Mn%,11.893247443851436
Mn%,13.078094562493673
Mn%,7.875326542554277
Mn%,8.44616820848209
Mn%,6.691797946583566
Mn%,7.036570613143671
Mn%,15.635946717552695
Mn%,7.907301434140876
Mn%,4.033426534066348
Mn%,14.405819448607996
Mn%,2.917232090174625
Mn%,7.861570351954807
Mn%,9.255888091330702
Mn%,8.8348268524631
Mn%,13.79028532159989
Mn%,6.631534755001494
Mn%,2.6906914067260828
Mn%,8.454195806062136
Mn%,4.767495884098933
Mn%,11.8846702809673
Mn%,14.930873306223438
Mn%,7.347715835767285
Mn%,6.992393893235471
Mn%,14.019934848622448
Mn%,17.456639057125344
Mn%,2.1521240838447917
Mn%,1.8789701659257525
Mn%,16.550764673954614
Mn%,10.685739775053975
Mn%,16.029984830074152
Mn%,8.37276371545378
Mn%,9.48521866629016
Mn%,4.972556896766018
Mn%,9.267910586603076
Mn%,1.8809670677737194
Mn%,14.753488864196907
Mn%,8.462926479344937
Mn%,8.557410405235064
Mn%,11.765903889818615
Mn%,1.230334204005988
Mn%,7.4216850836164
Mn%,7.277917515131762
Mn%,7.724375220468821
Mn%,8.35596201329289
Mn%,10.109046013275744
Mn%,10.548701339802228
Mn%,7.268313375025319
Mn%,5.932223915280652
Mn%,5.3962727705663935
Mn%,8.984164679365884
Mn%,10.033981437511406
Mn%,6.734250836650382
Mn%,5.5235563248720805
Mn%,10.476979705288171
Mn%,7.735106717891512
Mn%,9.864348330030188
Mn%,3.624830424900595
Mn%,18.29452651772083
Mn%,6.036781158282749
Mn%,5.885896267445019
Mn%,6.236150642921336
Mn%,4.683707782599765
Mn%,6.522918974196602
Mn%,4.951053121633859
Mn%,4.82158861407165
Mn%,6.261583948599158
Mn%,15.477710937815784
Mn%,14.995321762978318
Mn%,13.717213142310069
Mn%,7.313052319358511
Mn%,12.804232791069476
Mn%,10.909418026665868
Mn%,10.759538637953662
Mn%,1.962535413373176
Mn%,12.920114447097239
Mn%,9.701749763051174
Mn%,11.57063666695989
Mn%,9.755865570475814
Mn%,4.014458289145092
Mn%,16.114530312315736
Mn%,25.730354986030324
Mn%,6.6862650552060625
Mn%,8.078149567081606
Mn%,19.362511208380166
Mn%,11.531950056593777
Mn%,14.48171551882121
Mn%,6.244732930825784
Mn%,3.0353773433451425
Mn%,12.840447263712093
Mn%,11.580325320309134
Mn%,13.713918174753095
Mn%,10.953780414229104
Mn%,6.369712922036924
Mn%,9.767426676198586
Mn%,8.800996292733844
Mn%,7.96963766153313
Mn%,17.148099156411057
Mn%,6.880843901968579
Mn%,6.526520988192111
Mn%,14.103431176360115
Mn%,3.813162533289128
Mn%,10.681220325036255
Mn%,11.613566360152285
Mn%,13.775611286423157
Mn%,8.58709554062969
Mn%,4.429237093940501
Mn%,10.781678888373506
Mn%,6.5698568700695095
Mn%,9.539104785379905
Mn%,14.037465427170986
Mn%,7.0951670591641856
Mn%,5.160307262015112
Mn%,7.9489620496326046
Mn%,18.384563000277357
Mn%,7.709681805685004
Mn%,6.901637800959509
Mn%,9.968936356688008
Mn%,7.161328207231478
Mn%,7.932530306214258
Mn%,2.6612073138889887
Mn%,10.94688410965792
Mn%,4.108322691208248
Mn%,9.315100854924427
Mn%,15.095053630266312
Mn%,1.243295548281667
Mn%,9.126534366468954
Mn%,8.01283372838191
Mn%,6.48513536662999
Mn%,13.073169688006148
Mn%,11.51448752172694
Mn%,10.830030842112299
Mn%,5.934394728485155
Mn%,10.468535590752262
Mn%,8.312071312583605
Mn%,12.868426978052206
Mn%,8.822583754973538
Mn%,6.157479939164489
Mn%,5.246502762970198
Mn%,9.30811841750554
Mn%,7.039511549115654
Mn%,7.423267697637885
Mn%,3.4942508820361677
Mn%,8.619978357773942
Mn%,11.285449403896683
Mn%,10.51302977075516
Mn%,7.8348661163255295
Mn%,10.47900122665722
Mn%,10.618280244632073
Mn%,12.916082131819518
Mn%,8.242783725219931
Mn%,4.256294975545695
Mn%,11.093092050518216
Mn%,14.039792178926428
Mn%,12.695482451701418
Mn%,6.063863427278147
Mn%,14.542356203967893
Mn%,10.362232088298345
Mn%,10.22660897639515
Mn%,10.456764785785419
Mn%,0.6861145518611511
Mn%,5.034096096563452
Mn%,14.17375109235555
Mn%,10.460645705273965
Mn%,4.46775294416659
Mn%,7.0962777763196785
Mn%,14.467048561636561
Mn%,8.046088942599155
Mn%,8.763674144648045
Mn%,2.5818053908842864
Mn%,5.76523363541148
Mn%,8.069275305283371
Mn%,9.635299279726993
Mn%,3.379818699175025
Mn%,8.587027906270453
Mn%,4.792503287931576
Mn%,11.606097258283558
Mn%,9.812929200135596
Mn%,6.502259565487084
Mn%,11.073196891578064
Mn%,5.835873322316183
Mn%,13.192512440706958
Mn%,9.027938932772194
Mn%,8.890762184648402
Mn%,12.27063309077004
Mn%,4.466596218145929
Mn%,10.697288153587806
Mn%,5.91175793307539
Mn%,4.235176107276487
Mn%,10.424922073890288
Mn%,14.161606026711254
Mn%,13.544111786558446
Mn%,11.272056625824716
Mn%,8.556625218427516
Mn%,10.66932509982516
